2,楠贵坊，精装修套二可改套三，拎包入住，单价低,楠贵坊??2室1厅??87.81平米??西南,丽都二手房/高楼层(共16层)/2009年建板楼,距离3号线太平园站622米房本满两年独家随时看房,77万,8769 元/m2,51人看过此房
3,东湖旁 稀缺一楼跃负一花园洋房单价低 赠送大居家首选,翡翠城二期??4室3厅??228.89平米??南,东湖二手房/低楼层(共5层)/2006年建塔楼,成师附小华润分校房本满两年独家随时看房,353万,15423 元/m2,58人看过此房
4,套三双卫，通透户型，中等装修 房东诚心出售,玲珑郡??3室1厅??92.32平米??南,簇桥二手房/高楼层(共13层)/2012年建板楼,龙江路小学武侯新城分校房本满两年独家随时看房,85万,9208 元/m2,64人看过此房
5,万年茗居  精装套二  临近万象城  学区房,万年茗居??2室1厅??63.45平米??南,万象城二手房/高楼层(共18层)/2010年建塔楼,成华小学距离4号线双桥路站962米满五年唯一,53万,8354 元/m2,56人看过此房
6,正读武侯实验小学 南北通透 正对中庭 产权清晰,蜀馨苑A区??3室2厅??134.27平米??南,双楠二手房/高楼层(共7层)/2000年建板塔结合,满五年唯一独家随时看房,89万,6629 元/m2,11人看过此房
7,端头位置  1楼带地下室+前后花园 采光绝对巴适,锦绣森邻??3室2厅??171平米??南,光华大道沿线二手房/低楼层(共8层)/2008年建板塔结合,满五年唯一独家随时看房,100万,5848 元/m2,30人看过此房
8,桐梓林地铁口  带暖气 带家具家电 有学区名额！,风华苑??3室2厅??143.82平米??南,桐梓林二手房/低楼层(共7层)/2003年建板楼,桐梓林小学满五年唯一独家,137万,9526 元/m2,37人看过此房
9,市中心人车分流，标准套二电梯小高层超大阳台，去哪找？,自由自宅??2室1厅??80.25平米??北,草市街二手房/高楼层(共11层)/2007年建塔楼,距离4号线太升南路站623米满五年唯一独家,80万,9969 元/m2,83人看过此房
10,万科三期客厅带阳台对中庭明厨明卫,万科魅力之城三期??2室2厅??121平米??东南,成渝立交二手房/高楼层(共10层)/2008年建板塔结合,树德小学距离2号线成渝立交站473米房本满两年随时看房,130万,10744 元/m2,22人看过此房
11,泡小学区房带大平台,光华美邻??3室2厅??108平米??西,光华泡小二手房/低楼层(共18层)/2007年建塔楼,泡小西区房本满两年,156万,14445 元/m2,21人看过此房
12,城南三环边 美洲花园一期居家套三双卫 ,美洲花园一期??3室2厅??114.43平米??南,新北二手房/低楼层(共7层)/2005年建板楼,满五年唯一独家,85万,7429 元/m2,28人看过此房
13,西单对面花园小区 中庭套四 送等面积楼顶花园,二十一世纪花园一、二期??3室2厅??159平米??南 北,贝森二手房/高楼层(共8层)/2003年建板楼,青羊实验附小距离4号线清江西路站476米满五年唯一随时看房,105万,6604 元/m2,8人看过此房
14,桐梓纯中庭标准套四，一梯两户，南北通透，明厨明卫！,金地贝福里花园??4室2厅??160.63平米??南,桐梓林二手房/中楼层(共11层)/2007年建板楼,桐梓林小学距离1号线桐梓林站814米房本满两年随时看房,185万,11518 元/m2,147人看过此房
15,龙湖精装小套三，客厅带大阳台，视野开阔,龙湖三千里B区二期??3室2厅??89平米??东北,SM广场二手房/高楼层(共34层)/2009年建板楼,建设路小学本部房本满两年独家,130万,14607 元/m2,34人看过此房
16,买一层送一层 评估价高于成交价 首付16万 学区房,翔宇苑二期??3室2厅??145.52平米??南,紫荆二手房/高楼层(共7层)/2000年建板塔结合,高新实小旧校区距离1号线桐梓林站991米满五年唯一独家,95万,6529 元/m2,0人看过此房
17,新上草小房，有学区名额，户型方正，南北通透，采光好,百花西路25??2室1厅??51.5平米??南,浣花溪二手房/高楼层(共6层)/1999年建板楼,草小本部距离4号线中医大省医院站1113米房本满两年独家,78万,15146 元/m2,24人看过此房
18,锦绣朋城 稀缺朝南套二 学区房 随时看,锦绣朋城??2室2厅??60.29平米??南,贝森二手房/中楼层(共11层)/2009年建板楼,泡小境界分校距离4号线清江西路站634米满五年唯一独家随时看房,53万,8791 元/m2,5人看过此房
19,就读龙江路小学 朝南 采光好 无增值税 还有车位,中海锦城一期??3室2厅??91.56平米??南,簇桥二手房/高楼层(共13层)/2011年建板楼,龙江路小学武侯新城分校房本满两年随时看房,94万,10267 元/m2,53人看过此房
20,上锦雅筑新出精装套二、明厨明卫,上锦雅筑??2室2厅??86.12平米??西,城南宜家二手房/中楼层(共17层)/2006年建板塔结合,桐梓林小学距离1号线火车南站站108米房本满两年随时看房,73万,8477 元/m2,42人看过此房
21,橡树林刚需小套三  稀缺清水房   自住投资首选房,望江橡树林二期??3室2厅??89平米??东北,三官堂二手房/低楼层(共34层)/2011年建板塔结合,盐道街小学东区房本满两年随时看房,130万,14607 元/m2,71人看过此房
22,精装套三,中海翠屏湾??3室2厅??89平米??北,城南宜家二手房/高楼层(共18层)/2009年建板楼,房本满两年随时看房,150万,16854 元/m2,65人看过此房
23,九里堤公园旁 住家装修 带外墙砖 读沙小 地铁房,劲草苑二三期??3室2厅??131.38平米??南,沙湾二手房/低楼层(共7层)/1999年建板楼,沙湾小学房本满两年随时看房,110万,8373 元/m2,56人看过此房
24,锦江城市花园一期  中等装修套二房 房东诚心出售,锦江城市花园一期??2室1厅??59平米??西南,三圣乡二手房/高楼层(共34层)/2009年建塔楼,锦江外国语小学满五年唯一随时看房,53万,8984 元/m2,22人看过此房
25,稀缺精装套三  正读草小 交通便利 拎包入住,金沙十年??3室2厅??87.97平米??西南,外金沙二手房/高楼层(共25层)/2012年建板塔结合,草堂小学西区距离4号线清江西路站854米房本满两年随时看房,100万,11368 元/m2,65人看过此房
26,园林小区 框架结构 一楼带阳光房 清水出售,聚贤半岛花苑??2室2厅??83平米??南,九里堤二手房/低楼层(共7层)/2002年建板楼,九里堤小学房本满两年随时看房,71万,8555 元/m2,45人看过此房
27,翔宇花园 新上房源 南北通透 黄金楼层,翔宇花园??2室2厅??104平米??南,紫荆二手房/中楼层(共7层)/2002年建板楼,高新实小旧校区距离1号线桐梓林站1026米房本满两年随时看房,98万,9424 元/m2,64人看过此房
28,中海名城一期 居家自住的精装套二 拎包入住 学区地铁,中海名城一期??2室2厅??92.8平米??南,神仙树二手房/低楼层(共11层)/2002年建板楼,高新实小旧校区房本满两年随时看房,128万,13794 元/m2,46人看过此房
29,房子全方位采光，户型方正，诚心出售,浅水半岛二期??2室2厅??89平米??西北,八里小区二手房/中楼层(共27层)/2009年建板塔结合,电子科大附小满五年唯一随时看房,82万,9214 元/m2,40人看过此房
,title,where,other,chanquan,price,price-pre,square
0,莲花逸都精装套二，带三个大阳台,莲花逸都??2室1厅??85.86平米??南,九眼桥二手房/中楼层(共34层)/2009年建板塔结合,娇子小学距离2号线牛市口站801米满五年唯一,99万,11531 元/m2,24人看过此房
1,万达旁 60多万买中装三房 送家具家电 ,兴城融域??3室2厅??84平米??南,外光华二手房/中楼层(共11层)/2009年建板楼,满五年唯一独家,68万,8096 元/m2,9人看过此房
2,桐梓林地铁口可以拎包入住的跃层大套三,锦绣花园西区??4室2厅??210.87平米??东,桐梓林二手房/高楼层(共17层)/2003年建板楼,桐梓林小学距离1号线桐梓林站546米满五年唯一,265万,12567 元/m2,8人看过此房
3,330万 内三环地铁别墅 挑高6米 送80平花园 ,御都花园??4室2厅??323.67平米??南,金沙二手房/中楼层(共4层)/2004年建板塔结合,蜀汉外国语实验小学距离2号线羊犀立交站221米房本满两年独家,330万,10196 元/m2,34人看过此房
4,时代豪庭 套三双卫 送大阳台 可读七中 地铁2号线口,时代豪庭一期??3室2厅??155平米??西北,合江亭二手房/高楼层(共35层)/2009年建板塔结合,距离2号线东门大桥站18米房本满两年随时看房,215万,13871 元/m2,47人看过此房
5,光华大道 稀缺顶跃带双花园 诚心出售，落户读青羊附小,香槟花园??5室2厅??193平米??南,优品道二手房/高楼层(共6层)/2005年建板楼,青羊实验附小距离4号线文化宫站987米房本满两年独家,185万,9586 元/m2,62人看过此房
6,奢华与品质享受  精致装修 人文荟萃 欢迎实地看房,浅水半岛一期??2室1厅??88.02平米??西北,八里小区二手房/低楼层(共27层)/2008年建板塔结合,电子科大附小房本满两年独家随时看房,81万,9203 元/m2,100人看过此房
7,市中心 恒大标准精装套一带阳台  日式装修,恒大都汇华庭??1室1厅??68平米??北,合江亭二手房/中楼层(共50层)/2015年建板楼,龙王庙小学距离2号线春熙路站405米房本满两年独家随时看房,170万,25000 元/m2,82人看过此房
8,融城理想单价低套三+绿化50%+公摊11.6%的好房,融城理想??3室2厅??133.69平米??东南,市一医院二手房/低楼层(共16层)/2005年建板塔结合,距离1号线高新站227米房本满两年独家随时看房,130万,9724 元/m2,90人看过此房
9,地铁口好房~！,九峰国际??3室1厅??88.51平米??西南,红牌楼二手房/中楼层(共17层)/2010年建板楼,距离3号线红牌楼站351米房本满两年随时看房,86万,9717 元/m2,43人看过此房
10,观湖洋房，楼层适中，视野开阔。,比华利二期??3室2厅??97平米??东南,川师二手房/低楼层(共32层)/2011年建板楼,菱窼路小学房本满两年随时看房,116万,11959 元/m2,45人看过此房
11,客厅挑高 稀缺户型 南北通透 豪装 带车位,丽景华庭二期??5室2厅??180平米??北,外双楠二手房/中楼层(共12层)/2006年建板楼,川大附小清水河校区房本满两年随时看房,200万,11112 元/m2,59人看过此房
12,三期，楼王 朝南，无税房，读草小！方正大气明厨明卫，,凯德风尚??3室2厅??130平米??西南,外光华二手房/低楼层(共18层)/2012年建板楼,草堂子美校区房本满两年随时看房,148万,11385 元/m2,42人看过此房
13,市中心园林式小区人车分流 稀缺跃层正朝南采光 急售,东珠美地??3室1厅??92.5平米??南,草市街二手房/高楼层(共18层)/2002年建板楼,双眼井小学距离4号线太升南路站947米房本满两年随时看房,112万,12109 元/m2,69人看过此房
14,城南豪宅，一湖两江三公园，看江景，精装修，拎包入住,龙湖世纪峰景??3室2厅??140.16平米??东北,新会展二手房/中楼层(共49层)/2017年建板楼,世纪城南路学校房本满两年随时看房,232万,16553 元/m2,49人看过此房
15,南二环 银都标准套四带屋顶花园 中庭内跃 正读高新,银都花园怡苑一期??4室2厅??152.46平米??南,桐梓林二手房/高楼层(共6层)/2001年建板楼,高新实小旧校区距离1号线桐梓林站876米房本满两年随时看房,158万,10364 元/m2,58人看过此房
16,紫荆家乐福对面 新出精装套三 小区环境好  无营业税,银都花园怡苑一期??3室2厅??129平米??南,桐梓林二手房/低楼层(共6层)/2001年建板楼,高新实小旧校区距离1号线桐梓林站876米房本满两年随时看房,118万,9148 元/m2,57人看过此房
17,浣花溪旁，电梯一梯两户，学区房,森桦苑??3室2厅??124.5平米??东,双楠二手房/中楼层(共17层)/2003年建板楼,武侯实验小学房本满两年随时看房,110万,8836 元/m2,120人看过此房
18,翠云庭,翠云庭??3室2厅??138平米??东,航空路二手房/低楼层(共12层)/2002年建板楼,科华中路小学距离1号线桐梓林站226米房本满两年随时看房,166万,12029 元/m2,86人看过此房
19,优品尚东 小区中庭位置 1梯2户 带车位130万,优品尚东??3室2厅??128.81平米??南,万年场二手房/高楼层(共11层)/2007年建板塔结合,房本满两年随时看房,130万,10093 元/m2,58人看过此房
20,精装修房 60平大花园 对中庭观景房 高绿化率,天鹅湖花园??3室2厅??200平米??北,新会展二手房/低楼层(共32层)/2008年建塔楼,世纪城南路学校距离1号线世纪城站297米房本满两年随时看房,225万,11250 元/m2,110人看过此房
21,对中庭的套四房，改善型，户型方正，值得考虑的户型！,恒大城??4室2厅??133平米??东南,温江新城二手房/中楼层(共33层)/2010年建板塔结合,房本满两年随时看房,88万,6617 元/m2,90人看过此房
22,双明卫，不临街，带休闲厅、带储物间，可改套四,四季花城??3室2厅??137平米??南,广福桥二手房/低楼层(共21层)/2003年建塔楼,石室双楠实验学校距离3号线高升桥站593米房本满两年随时看房,140万,10219 元/m2,68人看过此房
23,"嘉逸花园 稀缺户型 一梯两户,标准套四 顶跃带三花园",嘉逸花园??4室2厅??160平米??西南,府南新区二手房/高楼层(共11层)/2002年建板楼,实小战旗分校距离4号线西南财大站233米房本满两年随时看房,158万,9875 元/m2,134人看过此房
24,精装套三  通透好房 家乐福对面 新光路 学区房,牡丹名邸??3室2厅??126平米??南 西 北,桐梓林二手房/高楼层(共9层)/2001年建塔楼,桐梓林小学距离1号线桐梓林站1054米房本满两年随时看房,120万,9524 元/m2,106人看过此房
